Department,Term,SubjectCode,CourseNum,SectionCode,CourseLevelCode,MinimumCredits,FacultyLoad,BuildingAndRoom,MeetingDays,MeetingTime,SectionStartDate,SectionEndDate,SemesterLength,Building,RoomNumber,MeetingStart,MeetingDurationMinutes,MeetingEnd,ShortTitle,Faculty,SectionStatus,InstructionalMethod,DeliveryMode,Group,Comments,LastEditTimestamp
"CS",FA,"CS",108,B ,100,3, 3,"North Hall 253","MWF","12:15PM - 1:20PM",2023/8/28,2023/12/16,A,"North Hall","253","12:15 PM","65","1:20 PM"," Introduction to Computing","Rocky Chang ï¼å¼µèå·ï¼","Open","","","","",""
"CS",SP,"CS",108,B ,100,3, 3,"North Hall 253","MWF","9:15AM - 10:20AM",2024/1/16,2024/5/4,A,"North Hall","253","9:15 AM","65","10:20 AM"," Introduction to Computing","Rocky Chang ï¼å¼µèå·ï¼","Open","","","","",""
"CS",FA,"CS",108L,A ,100,1, 1,"Science Building 354","TH","8:00AM - 9:40AM",2023/8/28,2023/12/16,A,"Science Building","354","8:00 AM","100","9:40 AM"," Intro to Computing Lab","Rocky Chang ï¼å¼µèå·ï¼","Open","","","","",""
"CS",SP,"CS",108L,A ,100,1, 1,"Science Building 354","TH","8:00AM - 9:40AM",2024/1/16,2024/5/4,A,"Science Building","354","8:00 AM","100","9:40 AM"," Intro to Computing Lab","Fernando Pasquini Santos","Open","","","","",""
"CS",FA,"CS",108L,B ,100,1, 1,"Science Building 354","TH","10:20AM - 12:00PM",2023/8/28,2023/12/16,A,"Science Building","354","10:20 AM","100","12:00 PM"," Intro to Computing Lab","Rocky Chang ï¼å¼µèå·ï¼","Open","","","","",""
"CS",SP,"CS",108L,B ,100,1, 1,"Science Building 354","TH","10:20AM - 12:00PM",2024/1/16,2024/5/4,A,"Science Building","354","10:20 AM","100","12:00 PM"," Intro to Computing Lab","Rocky Chang ï¼å¼µèå·ï¼","Open","","","","",""
"CS",FA,"CS",112,A ,100,3, 3,"Science Building 382","MWF","11:00AM - 12:05PM",2023/8/28,2023/12/16,A,"Science Building","382","11:00 AM","65","12:05 PM"," Introduction to Data Structures","Victor Norman","Open","","","","",""
"CS",SP,"CS",112,A ,100,3, 3,"North Hall 064","MWF","11:00AM - 12:05PM",2024/1/16,2024/5/4,A,"North Hall","064","11:00 AM","65","12:05 PM"," Introduction to Data Structures","Derek Schuurman","Open","","","","",""
"CS",FA,"CS",112,B ,100,3, 3,"Science Building 382","MWF","12:15PM - 1:20PM",2023/8/28,2023/12/16,A,"Science Building","382","12:15 PM","65","1:20 PM"," Introduction to Data Structures","Victor Norman","Open","","","","",""
"CS",SP,"CS",112,B ,100,3, 3,"Science Building 343","MWF","12:15PM - 1:20PM",2024/1/16,2024/5/4,A,"Science Building","343","12:15 PM","65","1:20 PM"," Introduction to Data Structures","Victor Norman","Open","","","","",""
"CS",FA,"CS",112L,A ,100,1, 1,"Science Building 354","T","8:00AM - 9:40AM",2023/8/28,2023/12/16,A,"Science Building","354","8:00 AM","100","9:40 AM"," Intro to Data Structures Lab","Chris Wieringa","Open","","","","",""
"CS",SP,"CS",112L,A ,100,1, 1,"","","",2024/1/16,2024/5/4,A,"","","","",""," Intro to Data Structures Lab","Derek Schuurman","Open","","","","",""
"CS",FA,"CS",112L,B ,100,1, 1,"Science Building 354","T","10:20AM - 12:00PM",2023/8/28,2023/12/16,A,"Science Building","354","10:20 AM","100","12:00 PM"," Intro to Data Structures Lab","Chris Wieringa","Open","","","","",""
"CS",SP,"CS",112L,B ,100,1, 1,"Science Building 354","T","10:20AM - 12:00PM",2024/1/16,2024/5/4,A,"Science Building","354","10:20 AM","100","12:00 PM"," Intro to Data Structures Lab","Victor Norman","Open","","","","",""
"CS",FA,"CS",195,A ,100,0, 0,"Science Building 010","T","3:05PM - 3:55PM",2023/8/28,2023/12/16,A,"Science Building","010","3:05 PM","50","3:55 PM"," Introductory Computing Seminar","Harry Plantinga","Waitlist","","","","",""
"CS",SP,"CS",195,A ,100,0, 0,"Science Building 010","T","3:05PM - 3:55PM",2024/1/16,2024/5/4,A,"Science Building","010","3:05 PM","50","3:55 PM"," Introductory Computing Seminar","Harry Plantinga","Open","","","","",""
"CS",FA,"CS",212,A ,200,4, 4,"North Hall 064","MWF","8:00AM - 9:05AM",2023/8/28,2023/12/16,A,"North Hall","064","8:00 AM","65","9:05 AM"," Data Structures and Algorithms","Harry Plantinga","Open","","","","",""
"CS",FA,"CS",212,B ,200,4, 4,"North Hall 064","MWF","9:15AM - 10:20AM",2023/8/28,2023/12/16,A,"North Hall","064","9:15 AM","65","10:20 AM"," Data Structures and Algorithms","Harry Plantinga","Open","","","","",""
"CS",SP,"CS",232,A ,200,4, 4,"Science Building 343","MWF","8:00AM - 9:05AM",2024/1/16,2024/5/4,A,"Science Building","343","8:00 AM","65","9:05 AM"," Operating Systems and Networking","Victor Norman","Open","","","","",""
"CS",SP,"CS",232,B ,200,4, 4,"North Hall 064","MWF","9:15AM - 10:20AM",2024/1/16,2024/5/4,A,"North Hall","064","9:15 AM","65","10:20 AM"," Operating Systems and Networking","Victor Norman","Open","","","","",""
"CS",FA,"CS",262,A ,200,4, 4,"Science Building 354","F","1:30PM - 3:50PM",2023/8/28,2023/12/16,A,"Science Building","354","1:30 PM","140","3:50 PM"," Software Engineering","Keith Vander Linden","Open","","","","",""
"CS",FA,"CS",262,B ,200,4, 4,"Science Building 372","F","1:30PM - 3:50PM",2023/8/28,2023/12/16,A,"Science Building","372","1:30 PM","140","3:50 PM"," Software Engineering","Keith Vander Linden","Open","","","","",""
"CS",FA,"CS",295,A ,200,0, 0,"Science Building 010","T","3:05PM - 3:55PM",2023/8/28,2023/12/16,A,"Science Building","010","3:05 PM","50","3:55 PM"," Computing Seminar","Harry Plantinga","Open","","","","",""
"CS",SP,"CS",295,A ,200,0, 0,"Science Building 382","T","3:05PM - 3:55PM",2024/1/16,2024/5/4,A,"Science Building","382","3:05 PM","50","3:55 PM"," Computing Seminar","Harry Plantinga","Open","","","","",""
"CS",FA,"CS",332,A ,300,2, 2,"Science Building 354","MWF","9:15AM - 10:20AM",2023/8/28,2023/10/21,A,"Science Building","354","9:15 AM","65","10:20 AM"," Advanced Computer Networks","Victor Norman","Open","","","","",""
"CS",SP,"CS",338,A ,300,2, 2,"Science Building 354","MWF","8:00AM - 9:05AM",2024/1/15,2024/3/9,A,"Science Building","354","8:00 AM","65","9:05 AM"," System Administration: Infrastructure","Chris Wieringa","Open","","","","",""
"CS",SP,"CS",339,A ,300,2, 2,"Science Building 354","MWF","8:00AM - 9:05AM",2024/3/11,2024/5/4,A,"Science Building","354","8:00 AM","65","9:05 AM"," System Administration: Cloud Services","Chris Wieringa","Open","","","","",""
"CS",SP,"CS",354,A ,300,2, 2,"Science Building 382","TTH","8:00AM - 9:40AM",2024/3/11,2024/5/4,A,"Science Building","382","8:00 AM","100","9:40 AM"," Database Management Systems","Patrick Bailey","Open","","","","",""
"CS",FA,"CS",364,A ,300,4, 4,"Science Building 354","MTH","6:30PM - 8:10PM",2023/8/28,2023/12/16,A,"Science Building","354","6:30 PM","100","8:10 PM"," Computer Security","Adam Vedra

Brian Paige","Open","","","","",""
"CS",SP,"CS",372,A ,300,2, 2,"Science Building 354","MWF","11:00AM - 12:05PM",2024/1/15,2024/3/9,A,"Science Building","354","11:00 AM","65","12:05 PM"," Computer Graphics","Harry Plantinga","Open","","","","",""
"CS",FA,"CS",374,A ,300,2, 2,"Science Building 354","MWF","9:15AM - 10:20AM",2023/10/23,2023/12/16,A,"Science Building","354","9:15 AM","65","10:20 AM"," High Performance Computing","Joel Adams","Open","","","","",""
"CS",SP,"CS",375,A ,300,2, 2,"Science Building 354","MWF","9:15AM - 10:20AM",2024/1/15,2024/3/9,A,"Science Building","354","9:15 AM","65","10:20 AM"," Artificial Intelligence","Ken Arnold","Open","","","","",""
"CS",SP,"CS",376,A ,300,2, 2,"Science Building 354","MWF","9:15AM - 10:20AM",2024/3/11,2024/5/4,A,"Science Building","354","9:15 AM","65","10:20 AM"," Machine Learning","Ken Arnold","Open","","","","",""
"CS",FA,"CS",383,A ,300,1, 1,"North Hall 253","T","6:30PM - 7:20PM",2023/8/28,2023/12/16,A,"North Hall","253","6:30 PM","50","7:20 PM"," External Practicum","Keith Vander Linden

Meredith Segur","Waitlist","","","","",""
"CS",SP,"CS",383,A ,300,1, 1,"North Hall 253","T","6:30PM - 7:20PM",2024/1/16,2024/5/4,A,"North Hall","253","6:30 PM","50","7:20 PM"," External Practicum","Keith Vander Linden","Waitlist","","","","",""
"CS",SP,"CS",384,A ,300,4, 4,"Science Building 343","TTH","10:20AM - 12:00PM",2024/1/16,2024/5/4,A,"Science Building","343","10:20 AM","100","12:00 PM"," Perspectives on Computing","Derek Schuurman","Open","","","","",""
"CS",SP,"CS",384,B ,300,4, 4,"Science Building 343","TTH","12:15PM - 1:55PM",2024/1/16,2024/5/4,A,"Science Building","343","12:15 PM","100","1:55 PM"," Perspectives on Computing","Derek Schuurman","Open","","","","",""
"CS",FA,"CS",390,A ,300,4, 4,"","","",2023/8/28,2023/12/16,A,"","","","",""," Advanced React Apps","Victor Norman","Closed","","","","",""
"CS",FA,"CS",396,A ,300,2, 2,"Science Building 382","T","6:30PM - 8:10PM",2023/8/28,2023/12/16,A,"Science Building","382","6:30 PM","100","8:10 PM"," Senior Project in Computing","Keith Vander Linden","Open","","","","",""
"CS",FA,"CS",398,A ,300,2, 2,"","","",2023/8/28,2023/12/16,A,"","","","",""," Senior Project in Computing II","Keith Vander Linden","Closed","","","","",""
"CS",SP,"CS",398,A ,300,2, 2,"Science Building 382","T","6:30PM - 7:20PM",2024/1/16,2024/5/4,A,"Science Building","382","6:30 PM","50","7:20 PM"," Senior Project in Computing II","Keith Vander Linden","Open","","","","",""
"DATA",SP,"DATA",102,A ,100,2, 2,"Science Building 372","MWF","9:15AM - 10:20AM",2024/1/16,2024/3/9,A,"Science Building","372","9:15 AM","65","10:20 AM"," Foundations of Data Science and Analytics","Monica Groenenboom","Open","","","","",""
"DATA",FA,"DATA",102,B ,100,2, 2,"Science Building 372","TTH","12:15PM - 1:55PM",2023/8/28,2023/10/21,A,"Science Building","372","12:15 PM","100","1:55 PM"," Foundations of Data Science and Analytics","Brenda VanderLinden","Waitlist","","","","",""
"DATA",SP,"DATA",102,B ,100,2, 2,"Science Building 372","TTH","12:15PM - 1:55PM",2024/1/16,2024/3/9,A,"Science Building","372","12:15 PM","100","1:55 PM"," Foundations of Data Science and Analytics","Brenda VanderLinden","Open","","","","",""
"DATA",FA,"DATA",102,C ,100,2, 2,"Science Building 372","TTH","2:10PM - 3:50PM",2023/8/28,2023/10/21,A,"Science Building","372","2:10 PM","100","3:50 PM"," Foundations of Data Science and Analytics","Brenda VanderLinden","Waitlist","","","","",""
"DATA",SP,"DATA",102,C ,100,2, 2,"Science Building 372","TTH","2:10PM - 3:00PM",2024/1/16,2024/3/9,A,"Science Building","372","2:10 PM","50","3:00 PM"," Foundations of Data Science and Analytics","Brenda VanderLinden","Open","","","","",""
"DATA",FA,"DATA",102,D ,100,2, 2,"Science Building 372","TTH","6:30PM - 8:10PM",2023/8/28,2023/10/21,A,"Science Building","372","6:30 PM","100","8:10 PM"," Foundations of Data Science and Analytics","Jim Momeyer","Waitlist","","","","",""
"DATA",SP,"DATA",102,D ,100,2, 2,"Science Building 372","TTH","6:30PM - 8:10PM",2024/1/16,2024/3/9,A,"Science Building","372","6:30 PM","100","8:10 PM"," Foundations of Data Science and Analytics","Jim Momeyer","Open","","","","",""
"DATA",SP,"DATA",103,A ,100,2, 2,"Science Building 372","MWF","9:15AM - 10:20AM",2024/3/11,2024/5/4,A,"Science Building","372","9:15 AM","65","10:20 AM"," Exploratory Data Science and Analytics","Monica Groenenboom","Open","","","","",""
"DATA",FA,"DATA",103,B ,100,2, 2,"Science Building 372","TTH","12:15PM - 1:55PM",2023/10/23,2023/12/16,A,"Science Building","372","12:15 PM","100","1:55 PM"," Exploratory Data Science and Analytics","Brenda VanderLinden","Open","","","","",""
"DATA",SP,"DATA",103,B ,100,2, 2,"Science Building 372","TTH","12:15PM - 1:55PM",2024/3/11,2024/5/4,A,"Science Building","372","12:15 PM","100","1:55 PM"," Exploratory Data Science and Analytics","Brenda VanderLinden","Open","","","","",""
"DATA",FA,"DATA",103,C ,100,2, 2,"Science Building 372","TTH","2:10PM - 3:50PM",2023/10/23,2023/12/16,A,"Science Building","372","2:10 PM","100","3:50 PM"," Exploratory Data Science and Analytics","Brenda VanderLinden","Open","","","","",""
"DATA",SP,"DATA",103,C ,100,2, 2,"Science Building 372","TTH","2:10PM - 3:50PM",2024/3/11,2024/5/4,A,"Science Building","372","2:10 PM","100","3:50 PM"," Exploratory Data Science and Analytics","Brenda VanderLinden","Open","","","","",""
"DATA",FA,"DATA",103,D ,100,2, 2,"Science Building 372","TTH","6:30PM - 8:10PM",2023/10/23,2023/12/16,A,"Science Building","372","6:30 PM","100","8:10 PM"," Exploratory Data Science and Analytics","Jim Momeyer","Open","","","","",""
"DATA",SP,"DATA",103,D ,100,2, 2,"Science Building 372","TTH","6:30PM - 8:10PM",2024/3/11,2024/5/4,A,"Science Building","372","6:30 PM","100","8:10 PM"," Exploratory Data Science and Analytics","Jim Momeyer","Open","","","","",""
"DATA",FA,"DATA",202,A ,200,4, 4,"North Hall 253","MWF","8:00AM - 9:05AM",2023/8/28,2023/12/16,A,"North Hall","253","8:00 AM","65","9:05 AM"," Predictive Analytics","Ken Arnold","Open","","","","",""
"DATA",FA,"DATA",202,B ,200,4, 4,"North Hall 253","MWF","9:15AM - 10:20AM",2023/8/28,2023/12/16,A,"North Hall","253","9:15 AM","65","10:20 AM"," Predictive Analytics","Fernando Pasquini Santos","Waitlist","","","","",""
"DATA",SP,"DATA",304,A ,300,2, 2,"","","",2024/1/16,2024/5/4,A,"","","","",""," Visualizing Data and Models","Randall Pruim","Preliminary","","","","",""
"DATA",FA,"DATA",383,A ,300,1, 1,"","","",2023/8/28,2023/12/16,A,"","","","",""," External Practicum","Keith Vander Linden

Meredith Segur","Open","","","","",""
"DATA",SP,"DATA",385,A ,300,2, 2,"North Hall 261","MWF","2:45PM - 3:50PM",2024/3/11,2024/5/4,A,"North Hall","261","2:45 PM","65","3:50 PM"," Topics in Data Science","","Open","","","","",""
"DATA",FA,"DATA",396,A ,300,2, 2,"","","",2023/8/28,2023/12/16,A,"","","","",""," Senior Project in Data Science","Keith Vander Linden","Open","","","","",""
"DATA",SP,"DATA",398,A ,300,2, 2,"Science Building 382","T","6:30PM - 7:20PM",2024/1/16,2024/5/4,A,"Science Building","382","6:30 PM","50","7:20 PM"," Senior Project in Data Science II","Keith Vander Linden","Open","","","","",""
"DATA",SP,"DATA",510,OL1 ,500,2, 2,"","","",2024/1/15,2024/3/9,A,"","","","",""," Ethics for Data Science","","Open","","","","",""
"DATA",FA,"DATA",545,OL1 ,500,4, 4,"","","",2023/8/28,2023/12/16,A,"","","","",""," Applied Regression","Stacy DeRuiter","Open","","","","",""
"DATA",FA,"DATA",555,OL1 ,500,2, 2,"","","",2023/8/28,2023/10/21,A,"","","","",""," Matrix Algebra for Data Science","Randall Pruim","Open","","","","",""
"DATA",SP,"DATA",562,OL1 ,500,4, 4,"","","",2024/1/15,2024/5/4,A,"","","","",""," Systems Engineering for Data Science","Keith Vander Linden","Open","","","","",""
"DATA",FA,"DATA",642,OL1 ,600,2, 2,"","","",2023/10/23,2023/12/16,A,"","","","",""," Optimization","Chris Moseley","Open","","","","",""
"DATA",SP,"DATA",654,OL1 ,600,2, 2,"","","",2024/1/15,2024/3/9,A,"","","","",""," Database Management","Patrick Bailey","Open","","","","",""
"DATA",SP,"DATA",675,OL1 ,600,2, 2,"","","",2024/3/11,2024/5/4,A,"","","","",""," Introduction to Deep  Learning","Ken Arnold","Open","","","","",""
